sentenceID,sentenceType,homophoneID,version,sentence,m1,m2,funniness,punType,entropy,m1KL,m1Focus,m2Focus,m1indices,m2indices,length,avePosition1,avePosition2
169,nonpun,9,a,I have a math exam today at school.,math,mass,-0.634945155,near,0.148696263,1.300795114,math;exam;school,,3;4;7,-1,8,4.66666666667,5.33333333333
170,nonpun,10,a,He is a stealer of hearts.,stealer,steeler,-0.487410236,near,3.12E-07,0.697426932,stealer,hearts,3,5,6,3.0,5.0
171,nonpun,11,a,That chair is made of wicker.,wicker,wicked,-0.621918001,near,3.94E-05,0.922597619,wicker;chair,,5;1,-1,6,3.0,5.0
172,nonpun,12,a,She has good spatial skills; she knows how to build a house from plans on paper.,spatial,special,-0.335896633,near,0.009102284,1.586673389,spatial;skills;build;house;plans,good;skills;house,3;4;9;11;13,2;4;11,16,8.0,5.66666666667
173,nonpun,13,a,Dancers whirled on the stage.,whirled,world,-0.717743052,near,0.000454796,0.871066686,whirled;dancers;stage,stage,1;0;4,4,5,1.66666666667,4.0
174,nonpun,14,a,The owner behaves like a little Caesars with his employees.,caesars,scissors,0.102025091,near,0.002570336,0.892222367,caesars,employees,6,9,10,6.0,9.0
175,nonpun,15,a,The space launch took place this morning.,launch,lunch,-0.612738008,near,1.73E-08,1.110883948,launch;space,place,2;1,4,7,1.5,4.0
176,nonpun,16,a,Our apple tree was in bloom last week.,bloom,blue,-0.653553325,near,0.000274286,1.059107785,bloom;apple;tree,,5;1;2,-1,8,2.66666666667,4.0
177,nonpun,17,a,His dog has fleas.,flea,free,-0.596721638,near,1.97E-06,1.338169998,dog;fleas,dog,1;3,1,4,2.0,1.0
178,nonpun,18,a,The dentist replaced two fillings I had lost.,fillings,feelings,-0.596018808,near,0.003021926,0.997764972,fillings;dentist;replaced,dentist;replaced;lost,4;1;2,1;2;7,8,2.33333333333,3.33333333333
179,nonpun,19,a,The dog's salivation was all over the carpet.,salivation,salvation,-0.492134352,near,0.010259748,0.764870684,salivation;dog's,,2;1,-1,8,1.5,3.33333333333
180,nonpun,20,a,The mouth is an orifice.,orifice,office,-0.541955049,near,0.050609699,1.265953423,orifice;mouth,,4;1,-1,5,2.5,3.33333333333
181,nonpun,21,a,He reads braille with his fingertips.,braille,bail,-0.751547503,near,6.97E-08,1.539399428,braille;reads;fingertips,,2;1;5,-1,6,2.66666666667,3.33333333333
182,nonpun,22,a,He decided to donate his sperm.,sperm,spur,-0.357075948,near,3.64E-06,0.877494338,sperm;donate,decided,5;3,1,6,4.0,1.0
183,nonpun,23,a,The city's buildings are covered with grime.,grime,crime,-0.751547503,near,0.000455942,1.015236929,grime;covered,city's;buildings,6;4,1;2,7,5.0,1.5
184,nonpun,24,a,The end of the nuclear arms race began a new epoch of peace and cooperation.,epoch,pock,-0.295077909,near,2.24E-10,1.001985805,epoch;end;new,race;peace,10;1;9,6;12,15,6.66666666667,9.0
185,nonpun,25,a,Our company pays everyone a bonus at the end of the year.,bonus,bones,-0.621799769,near,1.60E-08,1.762714912,bonus;company;pays;year,end,5;1;2;11,8,12,4.75,8.0
186,nonpun,26,a,My favorite creatures in Lord of the Rings are hobbit.,hobbit,habit,-0.488988076,near,0.034661186,1.332900715,hobbit;creatures;lord;rings,favorite;creatures,9;2;4;7,1;2,10,5.5,1.5
187,nonpun,27,a,She started screaming when the man pulled out a knife.,screaming,screening,-0.751547503,near,7.60E-07,0.782143237,screaming;knife,,2;9,-1,10,5.5,1.5
188,nonpun,28,a,Ohms are used to measure electrical resistance.,ohms,Holmes,-0.751547503,near,0.000461137,1.076952573,ohms;measure;electrical;resistance,,0;4;5;6,-1,7,3.75,1.5
189,nonpun,29,a,Kant was a German philosopher.,kant,can't,-0.554548857,near,3.47E-08,0.986066668,kant;philosopher,,0;4,-1,5,2.0,1.5
190,nonpun,30,a,The barista used a tamper to press down the coffee.,tamper,temper,-0.651986328,near,0.00682101,0.963112454,tamper;barista;used;press,,4;1;2;6,-1,10,3.25,1.5
191,nonpun,31,a,I like a latte in the morning to wake me up.,latte,late,-0.58161247,near,0.06430062,0.82588835,latte;morning,morning;wake;up,3;6,6;8;10,11,4.5,8.0
192,nonpun,32,a,The tabloid newspaper libel a movie star.,libel,liable,-0.489955629,near,0.000244955,0.733678258,libel;tabloid;newspaper,tabloid;newspaper,3;1;2,1;2,7,2.0,1.5
193,nonpun,33,a,The lovers go away to the country for a weekend tryst.,tryst,twist,-0.311270199,near,0.013508054,0.802250481,tryst;lovers,lovers;away,10;1,1;3,11,5.5,2.0
194,nonpun,34,a,He burns propane gas in his stove.,propane,profane,-0.407310806,near,6.80E-10,1.625391118,propane;burns;gas;stove,,2;1;3;6,-1,7,3.0,2.0
195,nonpun,35,a,He saw her leafing through the pages of an old book.,leafing,leaving,-0.37567882,near,0.558471551,0.851547473,leafing;pages;book,pages;old,3;6;10,6;9,11,6.33333333333,7.5
196,nonpun,36,a,Some people eat yams with their turkey.,yams,Lambs,-0.503714687,near,1.85E-06,1.357326194,yams;eat;turkey,,3;2;6,-1,7,3.66666666667,7.5
197,nonpun,37,a,Tolkien wrote Lord of the Rings.,tolkien,talking,-0.701932653,near,1.34E-07,1.001396621,tolkien;wrote;lord;rings,wrote,0;1;2;5,1,6,2.0,1.0
198,nonpun,38,a,She is a coal and iron magnate from Australia.,magnate,magnet,-0.526643675,near,0.000492473,1.002864614,magnate;iron,iron;australia,6;5,5;8,9,5.5,6.5
199,nonpun,39,a,A raven is a large black bird.,raven,raving,-0.622599591,near,4.58E-06,1.037952666,raven;black;bird,black,1;5;6,5,7,4.0,5.0
200,nonpun,40,a,He tried out an alkaline diet to maintain the body's ideal pH balance.,alkaline,alcohol,0.143351114,near,3.20E-05,1.295913875,alkaline;ph,tried;maintain;ideal,4;11,1;7;10,13,7.5,6.0
201,nonpun,41,a,Your beard is growing too long; you need a shave.,shave,slave,-0.458483042,near,1.36E-06,1.251706927,shave;beard;growing,need,9;1;3,7,10,4.33333333333,7.0
202,nonpun,42,a,Clay Aiken rose to fame after he won American Idol. ,aiken,aching,-0.455673986,near,5.74E-09,1.49354744,aiken;clay;fame;idol,clay;fame;won,1;0;4;9,0;4;7,10,3.5,3.66666666667
203,nonpun,43,a,Irrigation is the artificial application of water to the land or soil.,irrigation,irritation,-0.580332876,near,3.46E-06,1.353827184,irrigation;water;land;soil,artificial;soil,0;6;9;11,3;11,12,6.5,7.0
204,nonpun,44,a,My Auntie Betty is my mother's sister.,auntie,ante,-0.560055615,near,7.09E-09,1.148777851,auntie;mother's;sister,,1;5;6,-1,7,4.0,7.0
205,nonpun,45,a,Her favorite flower is the fuchsia.,fuchsia,future,-0.47656888,near,0.553390293,0.736201169,fuchsia;flower,flower,5;2,2,6,3.5,2.0
206,nonpun,46,a,Farmers till the soil in the springtime.,till,tell,-0.549682962,near,6.44E-07,1.356100744,till;farmers;soil,,1;0;3,-1,7,1.33333333333,2.0
207,nonpun,47,a,Our house is located on the corner.,house,how's,-0.550151007,near,1.53E-12,0.813087502,house;located;corner,,1;3;6,-1,7,3.33333333333,2.0
208,nonpun,48,a,Eire is a former name for the Republic of Ireland.,eire,fire,-0.526878421,near,4.79E-06,0.878338604,eire;ireland,,0;9,-1,10,4.5,2.0
209,nonpun,49,a,An alp is a very high mountain.,alp,help,-0.479845982,near,0.247489188,0.994876109,alp;high;mountain,,1;5;6,-1,7,4.0,2.0
210,nonpun,50,a,We have a small flower garden behind our house.,garden,guarding,-0.488383134,near,8.48E-13,1.390624101,garden;small;flower;house,house,5;3;4;8,8,9,5.0,8.0
211,nonpun,51,a,I like to eat lima bean and black bean.,bean,been,-0.642220625,near,3.74E-08,1.401236346,bean;eat;lima;black,,5;3;4;7,-1,9,4.75,8.0
212,nonpun,52,a,The odor of old fish filled the air.,odor,order,-0.535374078,near,0.112733909,1.169548033,odor;fish;air,fish,1;4;7,4,8,4.0,4.0
213,nonpun,53,a,My desk lamp uses a 60 watt light bulb.,watt,lot,-0.642220625,near,1.36E-05,2.219882831,watt;lamp;light;bulb,uses,6;2;7;8,3,9,5.75,3.0
214,nonpun,54,a,Rats mice and flies are regarded as pest.,pest,best,-0.642220625,near,5.17E-09,2.269024329,pest;rats;mice;flies,rats;regarded,7;0;1;3,0;5,8,2.75,2.5
215,nonpun,55,a,He is often a crank in the morning.,crank,crack,-0.388943645,near,0.002486004,0.696109984,crank,,4,-1,8,4.0,2.5
216,nonpun,56,a,Runners need strong leg.,leg,lag,-0.642220625,near,1.28E-09,0.848880367,leg;runners;strong,runners,3;0;2,0,4,1.66666666667,0.0
217,nonpun,57,a,A decade is a pretty long time.,decade,decay,-0.571363996,near,2.51E-07,0.723874575,decade;long;time,long;time,1;5;6,5;6,7,4.0,5.5
218,nonpun,58,a,He has written dramatic works for the stage.,dramatic,traumatic,-0.642220625,near,7.01E-09,1.143359649,dramatic;written;works;stage,written,3;2;4;7,2,8,4.0,2.0
219,nonpun,59,a,That sentence has an unusual grammatic structure.,grammatic,traumatic,-0.600723194,near,0.00080241,1.27804258,grammatic;sentence;unusual;structure,,5;1;4;6,-1,7,4.0,2.0
220,nonpun,60,a,The hosta is a beautiful plant.,hosta,hostile,-0.619461001,near,0.072552768,0.759852613,hosta;plant,,1;5,-1,6,3.0,2.0
221,nonpun,61,a,Dublin is the capital of Ireland.,dublin,doubling,-0.539770603,near,1.97E-06,1.439818786,dublin;capital;ireland,,0;3;5,-1,6,2.66666666667,2.0
222,nonpun,62,a,Prism can be used to reflect and split light.,prism,prison,-0.572434308,near,0.001915042,1.173417913,prism;reflect;split;light,reflect,0;5;7;8,5,9,5.0,5.0
223,nonpun,63,a,I put the milk and meat in the fridge.,fridge,bridge,-0.47229551,near,1.76E-06,1.05467281,fridge;milk;meat,milk,8;3;5,3,9,5.33333333333,3.0
224,nonpun,64,a,A thief stole my luggage at the airport.,thief,chief,-0.572434308,near,5.72E-07,1.217439326,thief;stole,airport,1;2,7,8,1.5,7.0
225,nonpun,65,a,The Industrial Revolution changed how people worked and lived.,revolution,resolution,-0.539770603,near,1.17E-12,0.939316233,revolution;industrial;changed;people,changed;people;lived,2;1;3;5,3;5;8,9,2.75,5.33333333333
226,nonpun,66,a,Humans and animals could not live without plants.,plants,Pants,-0.480440207,near,5.34E-10,1.351711433,plants;humans;animals;live,humans;not,7;0;2;5,0;4,8,3.5,2.0
227,nonpun,67,a,Rats tore into the meat with their strong incisor.,incisor,insider,-0.539770603,near,0.001912992,0.870895081,incisor;tore,rats;meat,8;1,0;4,9,4.5,2.0
228,nonpun,68,a,The mimes were very skilled at imitating people.,mimes,minds,-0.319622141,near,0.044307926,1.377517099,mimes;skilled;imitating;people,people,1;4;6;7,7,8,4.5,7.0
229,nonpun,69,a,Her jewels were glittering in the sun.,glittering,littering,-0.408094299,near,1.54E-08,1.286064763,glittering;jewels;sun,,3;1;6,-1,7,3.33333333333,7.0
230,nonpun,70,a,Our airplane is flying at an altitude of 35000 feet.,altitude,attitude,-0.519903017,near,1.19E-07,1.620244111,altitude;airplane;flying;35000;feet,feet,6;1;3;8;9,9,10,5.4,9.0
231,nonpun,71,a,The general has great presence.,presence,presents,-0.386211571,near,5.52E-06,0.868310496,presence,general;great,4,1;3,5,4.0,2.0
232,nonpun,72,a,She wore a scarf around her necks.,necks,next,-0.650416255,near,0.000474443,1.130389633,necks;scarf,,6;3,-1,7,4.5,2.0
233,nonpun,73,a,She has good digestion; she can eat anything!,digestion,destruction,-0.160979291,near,2.80E-06,1.105384931,digestion;eat,,3;6,-1,8,4.5,2.0
234,nonpun,74,a,Our office uses 20 ream of paper each week.,ream,cream,-0.520712804,near,4.61E-06,1.373896602,ream;paper,,4;6,-1,9,5.0,2.0
235,nonpun,75,a,I seize his arm so he couldn't run away.,seize,see,-0.429209543,near,6.87E-05,0.711737741,seize;away,away,1;8,8,9,4.5,8.0
236,nonpun,76,a,Cervantes is one of the most famous author in the Spanish language.,author,offer,-0.597250523,near,1.97E-06,1.016543755,author;cervantes;famous;language,,7;0;6;11,-1,12,6.0,8.0
237,nonpun,77,a,The source of our difficulties is not having enough money.,source,sauce,-0.379013088,near,1.40E-06,0.843096714,source;money,,1;9,-1,10,5.0,8.0
238,nonpun,78,a,She used paste to put pictures in her notebook.,paste,pays,-0.538179324,near,0.000114921,0.759785204,paste;put,,2;4,-1,9,3.0,8.0
239,nonpun,79,a,I like an espresso after dinner.,espresso,express,-0.468987105,near,0.691307649,0.805012484,espresso,like,3,1,6,3.0,1.0
240,nonpun,80,a,The scents of flowers relaxes me.,scents,sense,-0.585070265,near,0.000969491,0.796860224,scents;flowers,flowers,1;3,3,6,2.0,3.0
241,nonpun,1,b,My notebook has thin blue line printed on each page.,line,lion,-0.55706029,near,1.67E-11,1.910345648,line;notebook;thin;printed;page,printed,5;1;3;6;9,6,10,4.8,6.0
242,nonpun,2,b,She always speaks the truth.,truth,tooth,-0.458201266,near,3.85E-10,0.72039611,truth;speaks,,4;2,-1,5,3.0,6.0
243,nonpun,3,b,When he drinks wine he starts acting sillier.,sillier,cilia,-0.24786394,near,0.000326613,0.973742997,sillier;drinks;acting,drinks;wine,7;2;6,2;3,8,5.0,2.5
244,nonpun,4,b,I found a cat hair in my food.,hair,heir,-0.391644512,near,6.10E-07,0.924830953,hair;cat,found,4;3,1,8,3.5,1.0
245,nonpun,5,b,The chairman made some closing remarks at the end of the meeting.,closing,clothing,-0.61098279,near,2.33E-08,1.397257411,closing;remarks;end,,4;5;8,-1,12,5.66666666667,1.0
246,nonpun,6,b,An ambulance came to the car accident in two minutes.,ambulance,ambiance,-0.61098279,near,7.43E-14,1.452616221,ambulance;came;car;accident,,1;2;5;6,-1,10,3.5,1.0
247,nonpun,7,b,She decided to purchase a new car.,purchase,perches,-0.580332876,near,1.25E-13,1.325372073,purchase;decided;new;car,decided,3;1;5;6,1,7,3.75,1.0
248,nonpun,8,b,She gave herself a reward for working hard all year.,reward,reword,-0.427551352,near,1.39E-12,0.876169718,reward;gave;working;hard,gave;working,4;1;6;7,1;6,10,4.5,3.5
249,nonpun,9,b,A mass of people were in the town square for the concert.,mass,math,-0.567432943,near,1.29E-12,1.52948753,mass;people;town,people;square,1;3;7,3;8,12,3.66666666667,5.5
250,nonpun,10,b,A steeler is something that is covered in steel.,steeler,stealer,-0.510943876,near,0.001805474,0.844636125,steeler;steel,,1;8,-1,9,4.5,5.5
251,nonpun,11,b,A wicked man took the child from his parents.,wicked,wicker,-0.642220625,near,7.79E-09,0.73149857,wicked,,1,-1,9,1.0,5.5
252,nonpun,12,b,A birthday party is a special occasion.,special,spatial,-0.642220625,near,6.35E-13,1.183129165,special;birthday;party;occasion,,5;1;2;6,-1,7,3.5,5.5
253,nonpun,13,b,It is possible to fly around the world in an airplane.,world,whirled,-0.376506979,near,2.13E-12,1.005929327,world;fly;airplane,fly;airplane,7;4;10,4;10,11,7.0,7.0
254,nonpun,14,b,Hairdressers use scissors to cut people's hair.,scissors,caesars,-0.642220625,near,2.34E-14,1.813081077,scissors;hairdressers;cut;hair,cut;people's,2;0;4;6,4;5,7,3.0,4.5
255,nonpun,15,b,I had a sandwich for lunch.,lunch,launch,-0.642220625,near,1.03E-09,1.008737285,lunch;sandwich,,5;3,-1,6,4.0,4.5
256,nonpun,16,b,Blue and yellow make green.,blue,bloom,-0.642220625,near,5.73E-10,0.858508232,blue;yellow;green,yellow;make;green,0;2;4,2;3;4,5,2.0,3.0
257,nonpun,17,b,After twenty years in prison he was a free man.,free,flea,-0.642220625,near,4.92E-12,1.003055815,free;twenty;prison;man,prison,8;1;4;9,4,10,5.5,4.0
258,nonpun,18,b,Her strong criticism hurt her daughter's feelings.,feelings,fillings,-0.642220625,near,5.31E-09,0.844523806,feelings;strong;criticism;hurt;daughter's,strong;criticism;hurt,6;1;2;3;5,1;2;3,7,3.4,2.0
259,nonpun,19,b,The minister prayed for the evil woman's salvation.,salvation,salivation,-0.500464502,near,8.14E-09,1.04035061,salvation;minister;prayed,prayed,7;1;2,2,8,3.33333333333,2.0
260,nonpun,20,b,His office is in a skyscraper.,office,orifice,-0.642220625,near,3.84E-11,0.745805132,office;skyscraper,skyscraper,1;5,5,6,3.0,5.0
261,nonpun,21,b,He posted 5000 bail for his brother's release from jail.,bail,braille,-0.539770603,near,2.47E-09,1.761911125,bail;posted;5000;release;jail,,3;1;2;7;9,-1,10,4.4,5.0
262,nonpun,22,b,The boss called his workers together on the spur of the moment.,spur,sperm,-0.513013532,near,6.43E-07,0.759551768,spur,called,8,2,12,8.0,2.0
263,nonpun,23,b,The police fight crime murder theft and drug dealing.,crime,grime,-0.539770603,near,1.17E-13,2.159795123,crime;police;fight;murder;theft;drug;dealing,,3;1;2;4;5;7;8,-1,9,4.28571428571,2.0
264,nonpun,24,b,Smallpox left him with many pock marks.,pock,epoch,-0.485898152,near,7.19E-08,1.301737693,pock;smallpox;marks,,5;0;6,-1,7,3.66666666667,2.0
265,nonpun,25,b,Our bones give us our shape.,bones,bonus,-0.440066539,near,1.48E-07,0.96755981,bones;shape,give,1;5,2,6,3.0,2.0
266,nonpun,26,b,Smoking is a bad habit.,habit,hobbit,-0.545677237,near,3.49E-13,1.138619963,habit;smoking;bad,bad,4;0;3,3,5,2.33333333333,3.0
267,nonpun,27,b,They went to the movie screening together.,screening,screaming,-0.549354275,near,1.37E-05,1.054058374,screening;movie,,5;4,-1,7,4.5,3.0
268,nonpun,28,b,I really like reading Sherlock Holmes books.,Holmes,ohms,-0.539770603,near,1.05E-07,2.132320257,holmes;reading;sherlock;books,like;reading,5;3;4;6,2;3,7,4.5,2.5
269,nonpun,29,b,I can't remember the last time that happened.,can't,kant,-0.50985438,near,6.59E-07,0.741144504,can't;remember;time,time,1;2;5,5,8,2.66666666667,5.0
270,nonpun,30,b,He has a bad temper and is easily angered.,temper,tamper,-0.572434308,near,5.87E-12,1.004973295,temper;bad;angered,bad,4;3;8,3,9,5.0,3.0
271,nonpun,31,b,She was late for our meeting.,late,latte,-0.677004284,near,2.43E-09,0.742595901,late;meeting,,2;5,-1,6,3.5,3.0
272,nonpun,32,b,Rental contracts state that tenants are liable for damages that they cause to the property.,liable,libel,-0.543644573,near,3.58E-11,1.055944577,liable;rental;contracts;tenants;damages;cause;property,contracts;damages;cause;property,6;0;1;4;8;11;14,1;8;11;14,15,6.28571428571,8.5
273,nonpun,33,b,I twist two pieces of thread on a needle.,twist,tryst,-0.493975389,near,0.000481034,1.098801633,twist;thread,,1;5,-1,9,3.0,8.5
274,nonpun,34,b,That man uses profane language.,profane,propane,-0.490093843,near,4.15E-07,0.763478261,profane;language,uses;language,3;4,2;4,5,3.5,3.0
275,nonpun,35,b,He is leaving work right now.,leaving,leafing,-0.677004284,near,4.37E-11,0.730696766,leaving,work,2,3,6,2.0,3.0
276,nonpun,36,b,The family had roast leg of lambs for dinner.,lambs,yams,-0.646571521,near,0.001296664,0.994355654,lambs;roast;leg;dinner,roast;dinner,6;3;4;8,3;8,9,5.25,5.5
277,nonpun,37,b,I was talking to my friend the whole time.,talking,tolkien,-0.747109796,near,1.71E-06,1.179093258,talking;friend,,2;5,-1,9,3.5,5.5
278,nonpun,38,b,I have a magnet on my desk that holds paper clips.,magnet,magnate,-0.614257778,near,2.69E-06,0.769797429,magnet;holds;clips,desk;clips,3;8;10,6;10,11,7.0,8.0
279,nonpun,39,b,A raving mad man frightened those near him.,raving,raven,-0.533084754,near,3.91E-09,0.940980558,raving;mad;frightened,mad,1;2;4,2,8,2.33333333333,2.0
280,nonpun,40,b,Alcohol burns easily.,alcohol,alkaline,-0.334899673,near,1.59E-06,0.707837503,alcohol;burns,burns,0;1,1,3,0.5,1.0
281,nonpun,41,b,The boss told us to work late on a holiday; he is a slave driver.,slave,shave,0.033051241,near,2.77E-10,1.190388223,slave;boss;work;driver,work,13;1;5;14,5,15,8.25,5.0
282,nonpun,42,b,My back is aching from too much sitting.,aching,aiken,-0.543446922,near,0.000435465,0.92868466,aching;back,,3;1,-1,8,2.0,5.0
283,nonpun,43,b,He tried to hide his irritation but it showed on his face.,irritation,irrigation,-0.634945155,near,1.13E-09,0.744871828,irritation,showed,5,8,12,5.0,8.0
284,nonpun,44,b,We made an offer to buy a house but the owner upped the ante.,ante,auntie,-0.634945155,near,1.80E-06,1.08588804,ante;offer;buy;upped,,13;3;5;11,-1,14,8.0,8.0
285,nonpun,45,b,No one knows what will happen in the future.,future,fuchsia,-0.634945155,near,3.63E-13,0.978721028,future;knows;happen,,8;2;5,-1,9,5.0,8.0
286,nonpun,46,b,She tell a story to her child each night.,tell,till,-0.634945155,near,1.33E-12,1.120205285,tell;story;child,,1;3;6,-1,9,3.33333333333,8.0
287,nonpun,47,b,He asked her how's everything going.,how's,house,-0.634945155,near,0.288990428,0.74215059,how's;asked;going,,3;1;5,-1,6,3.0,8.0
288,nonpun,48,b,We sat around the fire to keep warm.,fire,eire,-0.634945155,near,2.48E-07,0.920564593,fire;warm,,4;7,-1,8,5.5,8.0
289,nonpun,49,b,I gave my friend some help with her homework.,help,alp,-0.634945155,near,1.08E-13,1.475993581,help;gave;friend;homework,,5;1;3;8,-1,9,4.25,8.0
290,nonpun,50,b,The dog was just guarding his house; he didn't mean to scare you.,guarding,garden,-0.500085971,near,4.71E-05,0.947213499,guarding;dog;house,,4;1;6,-1,13,3.66666666667,8.0
291,nonpun,51,b,It has been a long time since we saw each other.,been,bean,-0.685494465,near,1.79E-14,0.765803005,been,,2,-1,11,2.0,8.0
292,nonpun,52,b,She arranged the newspapers in order by their dates.,order,odor,-0.649550694,near,1.15E-13,0.91829505,order;arranged;dates,dates,5;1;8,8,9,4.66666666667,8.0
293,nonpun,53,b,He decided to leave his car in the parking lot.,lot,watt,-0.750748892,near,6.50E-13,1.243396946,lot;car;parking,car,9;5;8,5,10,7.33333333333,5.0
294,nonpun,54,b,She is the best student in the class.,best,pest,-0.72882109,near,6.90E-12,0.75456624,best;student;class,student,3;4;7,4,8,4.66666666667,4.0
295,nonpun,55,b,That drinking glass has a crack in it.,crack,crank,-0.653930484,near,3.14E-07,0.696506309,crack;glass,glass,5;2,2,8,3.5,2.0
296,nonpun,56,b,There was a lag in communications so he did not hear the news until many days later.,lag,leg,-0.684813303,near,0.00028934,1.079803625,lag;communications;until;later,,3;5;13;16,-1,17,9.25,2.0
297,nonpun,57,b,Tooth decay can result from poor dental hygiene.,decay,decade,-0.750748892,near,2.91E-10,1.518106685,decay;tooth;poor;dental;hygiene,result,1;0;5;6;7,3,8,3.8,3.0
298,nonpun,58,b,The car accident was a very traumatic experience for her.,traumatic,dramatic,-0.706741105,near,3.97E-10,1.11037533,traumatic;accident;very;experience,,6;2;5;7,-1,10,5.0,3.0
299,nonpun,59,b,That traumatic incident left her scarred.,traumatic,grammatic,-0.750748892,near,7.80E-13,1.32559938,traumatic;incident;scarred,,1;2;5,-1,6,2.66666666667,3.0
300,nonpun,60,b,That driver has a hostile attitude.,hostile,hosta,-0.641828981,near,3.48E-13,0.94915662,hostile;driver;attitude,,4;1;5,-1,6,3.33333333333,3.0
301,nonpun,61,b,The amount that her business makes is always doubling every year.,doubling,dublin,-0.695790698,near,1.18E-07,0.984690178,doubling;amount;business,business,8;1;4,4,11,4.33333333333,4.0
302,nonpun,62,b,He was sent to prison for robbing a bank.,prison,prism,-0.698777682,near,2.53E-13,0.987430533,prison;sent;robbing,,4;2;6,-1,9,4.0,4.0
303,nonpun,63,b,Trains go across a bridge over the river.,bridge,fridge,-0.580792241,near,4.39E-09,1.334674263,bridge;trains;river,,4;0;7,-1,8,3.66666666667,4.0
304,nonpun,64,b,The leader of a Native American tribe is known as the chief.,chief,thief,-0.648852522,near,1.21E-08,1.183709093,chief;leader;native;tribe,leader;tribe,11;1;4;6,1;6,12,5.5,3.5
305,nonpun,65,b,Everyone admired his resolution when he quit smoking.,resolution,revolution,-0.538021462,near,2.84E-05,0.70502672,resolution;quit,quit,3;6,6,8,4.5,6.0
306,nonpun,66,b,Her legs were cold so she put on a pair of pants.,Pants,plants,-0.489570828,near,0.001547773,1.175051906,pants;legs;pair,legs;put,11;1;9,1;6,12,7.0,3.5
307,nonpun,67,b,Insider trading can get you into a lot of trouble.,insider,incisor,-0.54732227,near,5.14E-11,0.937086615,insider;trading,,0;1,-1,10,0.5,3.5
308,nonpun,68,b,Great minds think alike.,minds,mimes,-0.622809872,near,2.32E-13,0.859356707,minds;great;think;alike,great;think;alike,1;0;2;3,0;2;3,4,1.5,1.66666666667
309,nonpun,69,b,She was caught littering and had to pay a fine.,littering,glittering,-0.72688386,near,0.000499182,0.748752826,littering;caught;fine,fine,3;2;9,9,10,4.66666666667,9.0
310,nonpun,70,b,She has a good attitude toward work,attitude,altitude,-0.596126024,near,6.43E-09,0.8337613,attitude;good,,4;3,-1,7,3.5,9.0
311,nonpun,71,b,He couldn't wait to open his Christmas presents.,presents,presence,-0.540453656,near,4.34E-08,1.077138437,presents;open;christmas,wait;open;christmas,7;4;6,2;4;6,8,5.66666666667,4.0
312,nonpun,72,b,The next time that you're late you'll be in trouble.,next,necks,-0.574679241,near,2.41E-12,0.742433973,next;time,,1;2,-1,10,1.5,4.0
313,nonpun,73,b,A hurricane causes great destruction to buildings and trees.,destruction,digestion,-0.651031288,near,4.33E-10,1.864603466,destruction;hurricane;causes;buildings;trees,great,4;1;2;6;8,3,9,4.2,3.0
314,nonpun,74,b,Butter is made from cream.,cream,ream,-0.701932653,near,1.79E-10,0.945250921,cream;butter,,4;0,-1,5,2.0,3.0
315,nonpun,75,b,He was able to see clearly after getting glasses.,see,seize,-0.318677436,near,1.02E-11,1.39471953,see;clearly;glasses,able;getting,4;5;8,2;7,9,5.66666666667,4.5
316,nonpun,76,b,They are very considerate and always offer to give me a ride.,offer,author,-0.546247544,near,2.58E-09,1.325114364,offer;considerate;give;ride,considerate,6;3;8;11,3,12,7.0,3.0
317,nonpun,77,b,I love to eat chocolate sauce on vanilla ice cream.,sauce,source,-0.595641885,near,5.64E-08,1.520707612,sauce;eat;chocolate;cream,eat;ice,5;3;4;9,3;8,10,5.25,5.5
318,nonpun,78,b,That company pays its employees every two weeks.,pays,paste,-0.625580606,near,2.44E-09,1.220447347,pays;company;employees;weeks,,2;1;4;7,-1,8,3.5,5.5
319,nonpun,79,b,She should learn to express her feelings better.,express,espresso,-0.620421495,near,3.55E-14,1.007113204,express;learn;feelings,,4;2;6,-1,8,4.0,5.5
320,nonpun,80,b,He has a good sense for business.,sense,scents,-0.680768834,near,4.50E-11,1.017966822,sense;good;business,good,4;3;6,3,7,4.33333333333,3.0
