sentenceID,homophoneID,version,sentenceType,m1,word,m1_relatedness,m2_relatedness,m1_trigram,m2_trigram
1,1,a,pun,prophet,prophet,2,0,4.70E-08,0.00125414
1,1,a,pun,prophet,atheism,0.043975327,-0.293007439,4.42E-07,4.42E-07
1,1,a,pun,prophet,non,-0.650018431,0.76452703,5.71E-05,5.71E-05
1,1,a,pun,prophet,organization,0.123608176,1.344302809,6.18E-07,3.56E-07
2,2,a,pun,pi,pi,2,0,3.71E-07,1.44E-05
2,2,a,pun,pi,circumference,1.110707202,1.192320265,1.69E-08,1.69E-08
2,2,a,pun,pi,get,-0.532050103,-0.213873793,0.00223502,0.00223502
2,2,a,pun,pi,large,-0.196874277,0.203214357,8.63E-05,8.63E-05
3,3,a,pun,knead,knead,2,0,4.36E-07,0.000150958
3,3,a,pun,knead,bakers,1.643374608,-0.430311199,4.70E-07,4.70E-07
3,3,a,pun,knead,basis,-0.724020559,0.363879125,7.95E-05,7.95E-05
3,3,a,pun,knead,bread,1.618475041,-0.10745158,5.75E-07,5.75E-07
3,3,a,pun,knead,know,-0.664626706,-0.08894483,0.00317724,0.241277
3,3,a,pun,knead,recipes,1.004924966,-0.181518542,0.000156,0.000156
3,3,a,pun,knead,trade,-0.58008783,0.499910519,1.89E-06,1.89E-06
4,4,a,pun,oar,oar,2,0,8.32E-09,0.00144868
4,4,a,pun,oar,choose,-0.51196844,1.166963655,0.000613834,0.000613834
4,4,a,pun,oar,either,-0.745201312,1.802274457,0.000590476,0.000590476
4,4,a,pun,oar,indecisive,-0.736316505,0.924511546,1.51E-06,1.51E-06
4,4,a,pun,oar,not,-0.73898887,0.061294261,0.00325545,0.00325545
4,4,a,pun,oar,rower,1.833928909,-0.722767904,5.60E-07,5.60E-07
5,5,a,pun,tiers,tiers,2,0,1.39E-05,0.00185052
5,5,a,pun,tiers,cake,0.847840122,-0.733195769,6.15E-05,6.15E-05
5,5,a,pun,tiers,emotional,-0.093719285,1.613409237,0.00259336,0.00259336
5,5,a,pun,tiers,even,-0.21256834,-0.643260403,0.000293954,0.000293954
5,5,a,pun,tiers,wedding,0.363679868,1.167013135,9.17E-07,9.17E-07
6,6,a,pun,poll,poll,2,0,5.55E-07,0.00167959
6,6,a,pun,poll,conduct,0.79637133,-0.131050615,0.00048967,0.00048967
6,6,a,pun,poll,country,-0.020817463,-0.441639232,0.000791509,0.000791509
6,6,a,pun,poll,decided,0.888379398,-0.438823318,0.000173274,0.000173274
6,6,a,pun,poll,flag,0.519522756,1.600043247,6.89E-05,6.89E-05
6,6,a,pun,poll,new,-0.30941208,-0.573021617,0.00191463,0.00191463
7,7,a,pun,bored,bored,2,0,1.34E-05,0.000623643
7,7,a,pun,bored,chairman,-0.257766851,1.891566794,2.05E-05,2.05E-05
7,7,a,pun,bored,executive,-0.232066116,1.514850716,5.63E-05,5.63E-05
7,7,a,pun,bored,meetings,0.256531919,0.957355228,0.0055089,0.0055089
8,8,a,pun,greece,greece,2,0,6.92E-05,3.97E-07
8,8,a,pun,greece,donuts,-0.497489011,0.661854871,3.17E-08,3.17E-08
8,8,a,pun,greece,know,-0.577456692,-0.669045928,0.541176,0.541176
8,8,a,pun,greece,made,-0.564552226,-0.586369571,0.0140678,0.0140678
9,9,a,pun,sine,sine,2,0,2.68E-05,0.000534506
9,9,a,pun,sine,above,-0.539975973,-0.011263401,0.000473031,0.000265614
9,9,a,pun,sine,hoping,-0.763760078,-0.145123348,0.00357615,0.00357615
9,9,a,pun,sine,prayed,-0.781460533,0.347605059,9.96E-06,9.96E-06
9,9,a,pun,sine,tests,-0.122511114,-0.19480109,9.08E-07,9.08E-07
9,9,a,pun,sine,trigonometry,1.282836716,0.636264574,9.02E-08,9.02E-08
10,10,a,pun,principal,principal,2,0,1.02E-05,0.000815741
10,10,a,pun,principal,disliked,-0.136515567,0.099790292,1.80E-08,1.80E-08
10,10,a,pun,principal,john,-0.059251367,-0.438655141,1.15E-08,1.15E-08
10,10,a,pun,principal,just,0.366797927,1.030609819,0.0140908,0.0140908
10,10,a,pun,principal,not,-0.750032,-0.574541502,0.020748,0.020748
10,10,a,pun,principal,school,1.99747003,1.0686167,6.58E-05,6.58E-05
11,11,a,pun,cd,cd,2,0,1.79E-05,6.62E-05
11,11,a,pun,cd,music,1.794118677,-0.31297692,0.000208104,0.000208104
11,11,a,pun,cd,part,-0.422293117,-0.118107336,2.36E-06,2.53E-06
11,11,a,pun,cd,stores,0.803521617,-0.392169307,8.31E-05,8.31E-05
11,11,a,pun,cd,town,-0.67697029,-0.143891918,0.00127732,0.00127732
12,12,a,pun,hare,hare,2,0,1.04E-07,0.00590069
12,12,a,pun,hare,got,-0.805884849,-0.523207923,1.99E-06,1.99E-06
12,12,a,pun,hare,mad,-0.399919617,-0.399004337,0.000165815,0.000165815
12,12,a,pun,hare,magician,1.267423786,-0.520019328,1.21E-05,1.21E-05
12,12,a,pun,hare,out,-0.832510067,-0.341957696,0.0017878,0.00776689
12,12,a,pun,hare,pulled,-0.746881884,0.793711827,0.000483548,0.000483548
13,13,a,pun,knotty,knotty,2,0,4.33E-08,5.07E-05
13,13,a,pun,knotty,admonished,-0.648839231,0.304300529,5.35E-06,5.35E-06
13,13,a,pun,knotty,apparently,-0.750032,-0.483787797,4.77E-09,4.77E-09
13,13,a,pun,knotty,father,-0.795986539,-0.415566217,0.0278831,0.0278831
13,13,a,pun,knotty,pine,-0.160851791,-0.793461446,6.88E-05,6.88E-05
13,13,a,pun,knotty,sapling,0.091068985,-0.624846796,3.90E-07,3.90E-07
13,13,a,pun,knotty,young,-0.639578699,0.14893242,0.000544319,0.000544319
14,14,a,pun,taut,taut,2,0,4.04E-08,0.000927329
14,14,a,pun,taut,learn,-0.576975932,1.71226036,0.00106693,0.00106693
14,14,a,pun,taut,rope,0.868287367,-0.121058026,5.99E-08,5.99E-08
14,14,a,pun,taut,tricks,-0.474706301,0.383502192,5.02E-07,5.02E-07
15,15,a,pun,marx,marx,2,0,9.60E-08,6.18E-07
15,15,a,pun,marx,class,0.578105668,0.545062066,1.17E-06,1.17E-06
15,15,a,pun,marx,communism,1.31724495,-0.606476564,6.21E-05,6.21E-05
15,15,a,pun,marx,dropped,-0.781460533,-0.166436781,0.000253511,0.000253511
15,15,a,pun,marx,lousy,-0.700099018,-0.02914144,1.86E-06,1.86E-06
15,15,a,pun,marx,out,-0.706776015,-0.468658789,0.0336075,0.0336075
16,16,a,pun,hi,hi,2,0,2.42E-07,0.000292843
16,16,a,pun,hi,boy,-0.417689106,-0.437116177,0.000334479,0.000334479
16,16,a,pun,hi,instinctively,-0.349854622,-0.38716255,3.41E-05,3.41E-05
16,16,a,pun,hi,natural,-0.689691795,-0.157847829,0.00137992,0.00137992
16,16,a,pun,hi,people,0.071003092,-0.059803808,0.000322238,0.000322238
16,16,a,pun,hi,waves,-0.20390641,0.804602748,5.02E-07,5.02E-07
17,17,a,pun,daze,daze,2,0,3.35E-05,0.000528799
17,17,a,pun,daze,end,-0.781159905,-0.001792814,0.000907693,0.000907693
17,17,a,pun,daze,having,-0.930877055,-0.402625515,0.000125695,0.000125695
17,17,a,pun,daze,longs,-0.340935657,-0.17518217,4.85E-08,4.85E-08
17,17,a,pun,daze,school,-0.178407141,0.829777152,0.00155763,0.00155763
17,17,a,pun,daze,teacher,-0.653580937,-0.010627663,3.51E-05,3.51E-05
17,17,a,pun,daze,time,-0.436061797,1.575538749,0.0815407,0.0815407
17,17,a,pun,daze,tough,-0.333186385,0.093878323,0.00234481,0.00234481
18,18,a,pun,prose,prose,2,0,3.08E-05,4.43E-07
18,18,a,pun,prose,authors,0.915941599,0.040325601,9.09E-06,9.09E-06
18,18,a,pun,prose,cons,-0.587049833,1.562762916,2.89E-05,0.276318
18,18,a,pun,prose,jail,-0.696797307,-0.674232177,0.000671505,0.000671505
19,19,a,pun,plane,plane,2,0,2.94E-07,0.00067388
19,19,a,pun,plane,eat,-0.144761088,-0.226245133,0.000574146,0.000574146
19,19,a,pun,plane,expect,-0.382682084,-0.672960552,0.00958687,0.00958687
19,19,a,pun,plane,fancy,-0.202904824,0.324450008,1.27E-05,1.27E-05
19,19,a,pun,plane,flying,1.816222237,-0.512024581,0.000791233,0.000791233
19,19,a,pun,plane,food,0.151330212,0.23343159,2.59E-06,0.000370926
19,19,a,pun,plane,not,-0.749886832,-0.288942001,0.175522,0.175522
20,20,a,pun,dam,dam,2,0,1.58E-06,5.97E-05
20,20,a,pun,dam,beaver,1.758858353,0.156040259,1.58E-05,1.58E-05
20,20,a,pun,dam,best,-0.739470846,-0.310985493,0.0130492,0.0130492
20,20,a,pun,dam,ever,-0.714138324,-0.570525947,0.0132409,0.0132409
20,20,a,pun,dam,movie,-0.735985557,-0.585364406,1.18E-07,1.18E-07
20,20,a,pun,dam,movie,-0.735985557,-0.585364406,1.63E-07,2.70E-07
20,20,a,pun,dam,night,-0.520710889,-0.514829836,0.0361392,0.0361392
20,20,a,pun,dam,saw,-0.307453941,-0.763361954,5.65E-06,5.65E-06
20,20,a,pun,dam,seen,-0.690693545,-0.680358393,0.151568,0.151568
21,21,a,pun,hertz,hertz,2,0,1.79E-07,4.58E-05
21,21,a,pun,hertz,computer,1.118191817,-0.50140918,0.000381153,0.000381153
21,21,a,pun,hertz,slow,-0.302989984,-0.470437756,0.00130052,0.00130052
22,22,a,pun,role,role,2,0,0.000470951,0.000737774
22,22,a,pun,role,actors,1.601986906,-0.305783932,4.37E-05,4.37E-05
22,22,a,pun,role,great,-0.283150414,-0.515024286,0.00259491,0.00259491
22,22,a,pun,role,movie,1.532476003,0.594719169,8.27E-05,8.27E-05
23,23,a,pun,collar,collar,2,0,7.22E-09,2.48E-07
23,23,a,pun,collar,id,0.40944158,1.368685278,9.60E-08,0.0158395
23,23,a,pun,collar,man,0.233988351,0.085463008,0.00202683,0.00202683
23,23,a,pun,collar,name,-0.106902364,0.722813874,0.0155113,0.0155113
23,23,a,pun,collar,neck,1.638391002,-0.492296779,4.52E-06,4.52E-06
23,23,a,pun,collar,put,-0.622695174,-0.719297165,0.000620472,0.000620472
23,23,a,pun,collar,shirt,1.569426463,-0.621766767,0.00219247,0.00219247
24,24,a,pun,steal,steal,2,0,2.40E-08,0.000205567
24,24,a,pun,steal,muscles,-0.453849102,-0.143208756,2.98E-05,2.98E-05
24,24,a,pun,steal,thieves,2.083308461,-0.301460132,2.93E-06,2.93E-06
25,25,a,pun,dye,dye,2,0,2.02E-08,0.00346222
25,25,a,pun,dye,actress,-0.191653442,-0.37253657,0.00264633,0.00264633
25,25,a,pun,dye,gray,0.733598121,0.011905704,0.00567536,0.00567536
25,25,a,pun,dye,hair,1.523473926,-0.704851099,0.0637067,0.0637067
25,25,a,pun,dye,saw,-0.701321696,-0.302942596,9.58E-07,9.58E-07
25,25,a,pun,dye,strands,0.594733015,-0.437879686,1.11E-05,1.11E-05
25,25,a,pun,dye,thought,-0.82578583,-0.598395341,0.00205575,0.00205575
26,26,a,pun,waist,waist,2,0,1.40E-05,0.00244079
26,26,a,pun,waist,belt,1.597962543,-0.347338501,2.95E-07,2.95E-07
26,26,a,pun,waist,cardboard,-0.76867622,0.720292439,2.90E-05,2.90E-05
26,26,a,pun,waist,paper,-0.586922992,0.715106249,0.000221212,0.00400724
27,27,a,pun,feet,feet,2,0,3.70E-07,0.000851363
27,27,a,pun,feet,able,-0.318576775,0.192267427,0.0428925,0.0428925
27,27,a,pun,feet,being,-0.606391309,-0.32027531,3.17E-06,3.17E-06
27,27,a,pun,feet,fit,-0.037323991,-0.561509507,0.000627158,0.000627158
27,27,a,pun,feet,fourteen,0.377560615,-0.690051472,4.50E-07,4.50E-07
27,27,a,pun,feet,quite,-0.593675754,-0.190079146,0.000127876,0.000127876
27,27,a,pun,feet,shoes,1.661397429,-0.582987908,7.89E-07,7.89E-07
27,27,a,pun,feet,size,0.721870727,-0.45251572,7.45E-07,7.45E-07
28,28,a,pun,aloud,aloud,2,0,1.24E-05,0.00427151
28,28,a,pun,aloud,mime,-0.332451663,-0.701130918,7.51E-06,7.51E-06
28,28,a,pun,aloud,not,-0.538579436,-0.329427842,0.0283726,0.0283726
28,28,a,pun,aloud,say,1.335776396,-0.033663658,0.0226689,0.0226689
28,28,a,pun,aloud,wanted,-0.635801964,0.328884943,6.54E-07,6.54E-07
29,29,a,pun,pail,pail,2,0,1.17E-07,1.62E-07
29,29,a,pun,pail,buckets,1.416678201,-0.029501143,7.51E-05,7.51E-05
29,29,a,pun,pail,carry,0.829926254,-0.217803528,0.000520998,0.000520998
29,29,a,pun,pail,feeling,-0.685825422,-0.256058431,0.00134202,0.00134202
29,29,a,pun,pail,start,-0.712694931,-0.750168933,1.55E-08,1.55E-08
29,29,a,pun,pail,those,-0.716689837,-0.83061309,6.46E-06,6.46E-06
30,30,a,pun,manor,manor,2,0,4.07E-05,0.00439146
30,30,a,pun,manor,castle,1.698588817,0.10552875,0.00616594,0.00616594
30,30,a,pun,manor,home,1.322936486,-0.345664258,0.00139031,0.00139031
30,30,a,pun,manor,man's,-0.272675645,-0.295230845,0.000521151,0.000521151
30,30,a,pun,manor,speaking,-0.458717251,0.646434966,2.88E-07,0.035517
31,31,a,pun,cache,cache,2,0,1.30E-08,1.30E-08
31,31,a,pun,cache,chips,-0.819637414,0.7956559,9.38E-05,9.38E-05
31,31,a,pun,cache,computer,1.505761556,-0.123120412,0.000411391,0.000411391
31,31,a,pun,cache,ended,-0.603802302,-0.454443007,0.00280029,0.00280029
31,31,a,pun,cache,online,1.029892406,-0.181050587,0.000274406,0.000274406
31,31,a,pun,cache,poker,-0.2132602,1.316488685,6.32E-07,6.32E-07
31,31,a,pun,cache,suddenly,-0.675640845,-0.56330868,0.000293909,0.000293909
31,31,a,pun,cache,tournament,-0.729033819,0.755545695,2.56E-07,2.56E-07
32,32,a,pun,reign,reign,2,0,0.000222129,2.02E-05
32,32,a,pun,reign,britain,1.042022668,0.061046913,1.79E-05,1.79E-05
32,32,a,pun,reign,long,0.642961873,-0.350116242,0.0116986,0.0116986
32,32,a,pun,reign,place,-0.024887767,-0.136697917,2.39E-06,2.39E-06
32,32,a,pun,reign,queen,1.752883517,-0.702310804,0.000533465,0.000533465
32,32,a,pun,reign,wet,-0.759895853,2.093230813,3.50E-05,3.50E-05
33,33,a,pun,thyme,thyme,2,0,1.50E-07,0.00119477
33,33,a,pun,thyme,extra,-0.718040206,0.421663016,1.71E-05,1.71E-05
33,33,a,pun,thyme,gardeners,1.344828955,-0.444254531,1.20E-07,1.20E-07
33,33,a,pun,thyme,get,-0.459086859,-0.3333092,2.69E-06,2.69E-06
33,33,a,pun,thyme,herb,1.966137607,-0.532604413,8.19E-07,8.19E-07
33,33,a,pun,thyme,work,-0.633998157,0.870582592,0.00208931,0.00208931
34,34,a,pun,pore,pore,2,0,4.49E-06,0.00121916
34,34,a,pun,pore,bad,-0.52912533,0.507396557,0.000209559,0.000209559
34,34,a,pun,pore,excuse,-0.797260382,0.546949903,9.60E-08,0.00149134
34,34,a,pun,pore,say,-0.721007352,-0.598910423,0.00502904,0.00502904
34,34,a,pun,pore,say,-0.721007352,-0.598910423,0.0518257,0.0518257
34,34,a,pun,pore,skin,1.711512432,-0.24986229,0.000346181,0.000346181
35,35,a,pun,gilt,gilt,2,0,1.10E-05,1.72E-05
35,35,a,pun,gilt,complex,-0.330724331,0.662758497,6.24E-07,0.426844
35,35,a,pun,gilt,gold,0.294488666,-0.391441182,0.000695513,0.000695513
35,35,a,pun,gilt,like,-0.379747841,-0.621661154,0.00210371,0.00210371
35,35,a,pun,gilt,paint,-0.023620318,-0.781460533,0.00015256,0.00015256
35,35,a,pun,gilt,people,-0.302710537,0.305665447,1.70E-05,1.70E-05
36,36,a,pun,heir,heir,2,0,4.85E-05,7.65E-05
36,36,a,pun,heir,human,0.509669411,0.408764856,0.000224432,0.664512
37,37,a,pun,son,son,2,0,1.59E-05,0.000668427
37,37,a,pun,son,boy,1.493254391,-0.761227994,6.93E-05,6.93E-05
37,37,a,pun,son,got,-0.750504706,-0.646079413,0.0134105,0.0134105
37,37,a,pun,son,only,0.055293382,-0.665076312,0.000420018,0.000420018
37,37,a,pun,son,rest,-0.494602382,-0.515133451,1.27E-08,1.27E-08
38,38,a,pun,c's,c's,2,0,8.36E-08,0.01616
38,38,a,pun,c's,cannot,-0.561368366,-0.834120549,0.00544906,0.00544906
38,38,a,pun,c's,high,-0.577071422,1.15987515,0.00332927,0.00332927
38,38,a,pun,c's,hit,-0.752815211,-0.617809813,6.71E-05,6.71E-05
38,38,a,pun,c's,make,-0.583384169,-0.650018431,2.76E-06,2.76E-06
38,38,a,pun,c's,novice,-0.620696349,-0.59044442,1.52E-06,1.52E-06
38,38,a,pun,c's,pirates,-0.750032,1.633184002,2.12E-07,2.12E-07
38,38,a,pun,c's,singers,-0.351746838,-0.721792247,1.10E-07,1.10E-07
38,38,a,pun,c's,terrible,-0.480278263,0.208366564,6.32E-05,6.32E-05
39,39,a,pun,watt,watt,2,0,2.06E-07,0.0369958
39,39,a,pun,watt,bright,1.27752717,-0.808464664,0.000302437,0.000302437
39,39,a,pun,watt,electrician,1.599986887,-0.565610687,1.36E-05,1.36E-05
39,39,a,pun,watt,knows,-0.750032,0.249689963,0.00126441,0.00126441
39,39,a,pun,watt,spark,0.669217971,-0.667509975,0.00171267,0.00171267
39,39,a,pun,watt,what's,-0.750032,1.727922581,0.0064478,0.0064478
40,40,a,pun,razor,razor,2,0,2.86E-08,0.00529044
40,40,a,pun,razor,budget,-0.576139639,-0.304511824,0.000195294,0.000195294
40,40,a,pun,razor,fund,-0.729274222,0.810271506,0.000190895,0.000190895
40,40,a,pun,razor,mayor,-0.795271193,-0.482292327,0.000172545,0.000172545
40,40,a,pun,razor,slash,1.301105911,-0.899042296,1.97E-07,1.97E-07
40,40,a,pun,razor,turned,-0.706402674,-0.628219204,0.000431619,0.000431619
40,40,a,pun,razor,wanted,-0.461981485,-0.503213354,2.90E-07,2.90E-07
41,41,a,pun,knot,knot,2,0,7.38E-06,0.00542818
41,41,a,pun,knot,boyscouts,1.270743321,-0.764521658,0.00148881,0.00148881
41,41,a,pun,knot,know,-0.671753276,-0.418404378,2.41E-08,2.41E-08
41,41,a,pun,knot,ropes,1.821020782,-0.748587042,7.40E-08,7.40E-08
41,41,a,pun,knot,tie,1.837738897,-0.658961115,5.69E-05,5.69E-05
42,42,a,pun,wood,wood,2,0,7.66E-05,5.70E-05
42,42,a,pun,wood,ask,-0.74058236,0.281509494,0.00872753,0.00872753
42,42,a,pun,wood,ask,-0.74058236,0.281509494,0.00079875,0.000574005
42,42,a,pun,wood,trees,2.166448306,-0.589968992,1.46E-05,1.46E-05
43,43,a,pun,grader,grader,2,0,9.87E-09,0.00513445
43,43,a,pun,grader,afraid,-0.628551925,-0.660464671,7.17E-05,7.17E-05
43,43,a,pun,grader,cheddar,-0.1587744,1.420513106,3.97E-07,3.97E-07
43,43,a,pun,grader,cheese,0.057620908,1.660631265,7.27E-06,7.27E-06
43,43,a,pun,grader,colby,-0.446397203,0.304746483,4.94E-07,4.94E-07
43,43,a,pun,grader,jack,-0.518138013,-0.583510489,5.08E-06,5.08E-06
43,43,a,pun,grader,jr,-0.465027397,-0.812516837,2.64E-08,2.64E-08
43,43,a,pun,grader,person,0.508207023,-0.75143754,0.000518671,0.000518671
43,43,a,pun,grader,school,1.38403971,-0.887355743,0.00042049,0.00042049
44,44,a,pun,eye,eye,2,0,1.06E-06,0.00388565
44,44,a,pun,eye,blind,1.633367495,-0.682200263,0.000304547,0.000304547
44,44,a,pun,eye,see,1.716412583,-0.407484277,0.00485822,0.115105
45,45,a,pun,cell,cell,2,0,4.54E-05,0.000403028
45,45,a,pun,cell,biology,1.899746806,-0.668966778,4.27E-05,4.27E-05
45,45,a,pun,cell,keep,-0.167399992,0.284274609,0.00477249,0.00477249
45,45,a,pun,cell,know,-0.600469468,-0.406087292,0.0975056,0.0975056
45,45,a,pun,cell,program,-0.188208976,0.163641109,0.0071092,0.0071092
45,45,a,pun,cell,whether,-0.70958237,-0.557729007,0.0394558,0.0394558
46,46,a,pun,scent,scent,2,0,5.42E-06,1.54E-05
46,46,a,pun,scent,cost,-0.718257531,1.670044311,0.0061447,0.0061447
46,46,a,pun,scent,get,-0.77925162,-0.590832723,0.00598751,0.00338571
46,46,a,pun,scent,rid,-0.244247527,-0.686738689,0.0249333,0.0249333
46,46,a,pun,scent,smell,2.062695781,-0.846756795,5.54E-05,5.54E-05
47,47,a,pun,course,course,2,0,1.62E-06,0.000134765
47,47,a,pun,course,class,1.427448953,-0.333612223,1.78E-06,1.78E-06
47,47,a,pun,course,just,-0.51112576,-0.606275298,0.0140908,0.0140908
47,47,a,pun,course,liking,-0.480204271,-0.687722396,0.00913553,0.00913553
47,47,a,pun,course,rough,0.101915678,1.849272922,6.34E-05,6.34E-05
47,47,a,pun,course,stick,-0.582361944,-0.381049564,0.000163768,0.000163768
47,47,a,pun,course,tried,-0.151422091,-0.722080095,0.00314017,0.00314017
48,48,a,pun,deer,deer,2,0,4.64E-08,0.000156094
48,48,a,pun,deer,pet,0.228277311,0.1898141,5.94E-05,5.94E-05
48,48,a,pun,deer,very,-0.82008547,-0.202505068,0.000507823,0.000507823
49,49,a,pun,bee,bee,2,0,2.75E-06,0.0676358
49,49,a,pun,bee,hive,1.99161332,-0.67396499,2.87E-05,2.87E-05
49,49,a,pun,bee,long,-0.676077564,-0.371411379,0.862273,0.862273
49,49,a,pun,bee,want,-0.543120328,-0.212850968,0.0983657,0.0983657
50,50,a,pun,brake,brake,2,0,1.08E-05,0.00208667
50,50,a,pun,brake,careful,0.678402617,0.065577869,0.182404,0.182404
50,50,a,pun,brake,fast,0.659288052,0.481797687,0.00159183,0.00159183
50,50,a,pun,brake,not,-0.701227256,-0.585134454,0.143247,0.143247
50,50,a,pun,brake,really,-0.653005421,-0.433639757,8.55E-07,8.55E-07
50,50,a,pun,brake,run,-0.036327434,0.360466076,0.00106386,0.00106386
51,51,a,pun,flour,flour,2,0,3.57E-07,7.27E-07
51,51,a,pun,flour,brought,-0.558813333,0.069641627,5.60E-07,5.60E-07
51,51,a,pun,flour,chef,1.383582874,-0.748757797,0.00900026,0.00900026
51,51,a,pun,flour,day,-0.652054579,0.027390137,0.772638,0.772638
51,51,a,pun,flour,girlfriend,-0.785812624,0.549974398,0.000869809,0.000869809
51,51,a,pun,flour,pastry,1.813321928,-0.338104018,1.65E-05,1.65E-05
51,51,a,pun,flour,valentine's,-0.564782772,1.36529413,2.93E-05,1.20E-05
52,52,a,pun,fare,fare,2,0,6.22E-08,0.0141767
52,52,a,pun,fare,driver,0.801534234,-0.431253583,0.000103957,0.000103957
52,52,a,pun,fare,insisted,-0.667750995,-0.061648,9.39E-09,9.39E-09
52,52,a,pun,fare,toll,1.556833585,0.367733434,1.95E-05,1.95E-05
52,52,a,pun,fare,wasn't,-0.640278029,-0.035485422,0.000224782,0.000224782
53,53,a,pun,heel,heel,2,0,8.65E-09,2.58E-05
53,53,a,pun,heel,foot,1.940974239,-0.087361429,0.0452936,0.0452936
53,53,a,pun,heel,injured,0.057277285,1.472511115,1.90E-05,1.90E-05
53,53,a,pun,heel,just,-0.824635495,-0.688196532,0.00291757,0.00291757
54,54,a,pun,hymn,hymn,2,0,1.38E-06,0.0215989
